"","X.1","X","master_species","family_molecules","Age.at.maturity","Calcification.rate","Chlorophyll.a","Coloniality","Corallite.width.maximum","Gross.photosynthesis","Growth.form.typical","Growth.rate","Ocean.basin","Oocyte.size.at.maturity","Polyp.fecundity","Polyps.per.area","Propagule.size.on.release","Protein.biomass","Skeletal.density","Tissue.thickness","Total.biomass","Zooxanthellate","Colony.maximum.diameter","Genus","Species","Genus_molecules","Species_molecules"
"86",86,86,"Acropora longicyathus","Acroporidae",NA,NA,NA,"colonial",0.113943352306837,NA,"branching_open",1.73351658781825,"pacific",2.53030044933473,1.14921911265538,1.59933800384346,2.77102178493784,NA,0.103803720955957,NA,0.502212753594253,"zooxanthellate",NA,"Acropora","longicyathus","Acropora","longicyathus"
"87",87,87,"Acropora loripes","Acroporidae",0.602059991327962,NA,NA,"colonial",0.0791812460476248,NA,"corymbose",1.53089221776038,"pacific",2.53087273482261,1.09225265489538,2.08488504755471,2.77102178493784,NA,0.161109647366959,NA,NA,"zooxanthellate",1.69897000433602,"Acropora","loripes","Acropora","loripes"
"88",88,88,"Acropora loveli","Acroporidae",NA,NA,NA,"colonial",0.230448921378274,NA,"branching_open",1.73351658781825,"pacific",2.59608682520833,0.924279286061882,1.42052589487037,2.77102178493784,NA,0.179149040683456,NA,0.644544355726486,"zooxanthellate",NA,"Acropora","loveli","Acropora","loveli"
"89",89,89,"Acropora lutkeni","Acroporidae",NA,NA,NA,"colonial",0.0791812460476248,NA,"branching_open",1.73351658781825,"pacific",2.53398971505266,1.07310709833543,1.65269069403757,2.77102178493784,NA,0.179149040683456,NA,0.459744858567442,"zooxanthellate",2.77815125038364,"Acropora","lutkeni","Acropora","lutkeni"
"90",90,90,"Acropora macrostoma","Acroporidae",0.539596477563643,NA,NA,"colonial",-0.221848749616356,NA,"corymbose",1.53089221776038,"pacific",2.5471269775339,0.529540557411443,2.54690423528841,2.77102178493784,NA,0.161109647366959,NA,NA,"zooxanthellate",2,"Acropora","macrostoma","Acropora","macrostoma"
"91",91,91,"Acropora magnifica","Acroporidae",0.601482563537136,NA,NA,"colonial",0.0415838428658523,NA,"tables_or_plates",1.48303340020156,"pacific",2.5521291963314,0.903877287583669,1.89303741678493,2.77102178493784,NA,0.145537485080665,NA,-0.142841711153678,"zooxanthellate",NA,"Acropora","magnifica","Acropora","magnifica"
"92",92,92,"Acropora maryae","Acroporidae",0.600895037705415,NA,NA,"colonial",-0.221848749616356,NA,"branching_closed",1.70390740347512,"pacific",2.5471269775339,0.529540557411443,1.99814739951714,2.77102178493784,NA,-0.0155513927916768,NA,0.260544811634018,"zooxanthellate",2,"Acropora","maryae","Acropora","maryae"
"93",93,93,"Acropora massawensis","Acroporidae",NA,NA,NA,"colonial",-0.0457574905606751,NA,"digitate",1.48390826233877,"pacific",NA,NA,1.7377266113826,NA,NA,0.153064731507295,NA,-0.0455406493975238,"zooxanthellate",2.30102999566398,"Acropora","massawensis","Acropora","massawensis"
"94",94,94,"Acropora meridiana","Acroporidae",0.600895037705415,NA,NA,"colonial",0.146128035678238,NA,"branching_closed",1.70390740347512,"pacific",2.55411434525139,1.05243419516725,1.43337864591945,2.77102178493784,NA,-0.0155513927916768,NA,0.71009178021141,"zooxanthellate",2,"Acropora","meridiana","Acropora","meridiana"
"95",95,95,"Acropora microclados","Acroporidae",0.539596477563643,NA,NA,"colonial",0.0791812460476248,NA,"corymbose",1.53089221776038,"pacific",2.5528431187628,0.957303057103749,2.08488504755471,2.77102178493784,NA,0.161109647366959,NA,NA,"zooxanthellate",2,"Acropora","microclados","Acropora","microclados"
"96",96,96,"Acropora microphthalma","Acroporidae",NA,NA,NA,"colonial",0,NA,"branching_open",1.73351658781825,"pacific",2.55133957695099,0.844786802159205,1.77421763656691,2.77102178493784,NA,0.179149040683456,NA,0.363011340173359,"zooxanthellate",2.30102999566398,"Acropora","microphthalma","Acropora","microphthalma"
"97",97,97,"Acropora millepora","Acroporidae",0.539596477563643,NA,NA,"colonial",0.204119982655925,NA,"corymbose",1.53089221776038,"pacific",2.61970012673936,0.738754140741613,1.93951925261862,2.77102178493784,NA,0.161109647366959,NA,NA,"zooxanthellate",NA,"Acropora","millepora","Acropora","millepora"
"98",98,98,"Acropora minuta","Acroporidae",0.501328217624878,NA,NA,"colonial",-0.154901959985743,NA,"encrusting",0.909934052027136,"pacific",2.5483982040225,0.624671695474947,1.8707487706771,2.77102178493784,NA,0.1934365792672,NA,NA,"zooxanthellate",NA,"Acropora","minuta","Acropora","minuta"
"99",99,99,"Acropora mirabilis","Acroporidae",0.539596477563643,NA,NA,"colonial",0,NA,"corymbose",1.53089221776038,"pacific",2.55133957695099,0.844786802159205,2.20641199008406,2.77102178493784,NA,0.161109647366959,NA,NA,"zooxanthellate",NA,"Acropora","mirabilis","Acropora","mirabilis"
"100",100,100,"Acropora monticulosa","Acroporidae",NA,NA,NA,"colonial",0.0791812460476248,NA,"digitate",1.48390826233877,"pacific",2.65513843481138,0.957303057103749,1.54597132308677,2.77102178493784,NA,0.153064731507295,NA,0.107093518149718,"zooxanthellate",2.47712125471966,"Acropora","monticulosa","Acropora","monticulosa"
"101",101,101,"Acropora mossambica","Acroporidae",0.539596477563643,NA,NA,"colonial",-0.0457574905606751,NA,"corymbose",1.53089221776038,"pacific",2.46812560299973,1.28555730900777,2.27664033585055,2.77102178493784,NA,0.161109647366959,NA,NA,"zooxanthellate",NA,"Acropora","mossambica","Acropora","mossambica"
"102",102,102,"Acropora multiacuta","Acroporidae",0.600895037705415,NA,NA,"colonial",0.301029995663981,NA,"branching_closed",1.70390740347512,"pacific",2.55705571817989,1.27254930185151,1.1956359665791,2.77102178493784,NA,-0.0155513927916768,NA,0.899331181502821,"zooxanthellate",NA,"Acropora","multiacuta","Acropora","multiacuta"
"103",103,103,"Acropora muricata","Acroporidae",NA,-0.192464971931147,-0.0969100130080564,"colonial",0.0791812460476248,NA,"branching_open",1.94965343125477,"pacific",2.58994960132571,0.957303057103749,1.32221929473392,2.77102178493784,NA,0.233630580164463,NA,0.459744858567442,"zooxanthellate",3,"Acropora","muricata","Acropora","muricata"
"104",104,104,"Acropora nana","Acroporidae",0.600895037705415,NA,NA,"colonial",0,NA,"branching_closed",1.70390740347512,"pacific",2.75434833571102,0.854528699833081,1.69897000433602,2.77102178493784,NA,-0.0155513927916768,NA,0.531571237371378,"zooxanthellate",1.17609125905568,"Acropora","nana","Acropora","nana"
"105",105,105,"Acropora nasuta","Acroporidae",0.539708168842949,NA,NA,"colonial",0.0413926851582251,NA,"corymbose",1.48890308526777,"pacific",2.81023251799508,0.876506504265881,1.85308952985187,2.77102178493784,NA,0.146128035678238,NA,NA,"zooxanthellate",1.90308998699194,"Acropora","nasuta","Acropora","nasuta"
"106",106,106,"Acropora natalensis","Acroporidae",0.601482563537136,NA,NA,"colonial",0.176091259055681,NA,"tables_or_plates",1.48303340020156,"pacific",2.55468330521872,1.09501182369395,1.68659617150268,2.77102178493784,NA,0.145537485080665,NA,0.0214822451820626,"zooxanthellate",NA,"Acropora","natalensis","Acropora","natalensis"
"107",107,107,"Acropora navini","Acroporidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"branching_open",1.73351658781825,"pacific",2.55212556651222,0.903605653194978,1.71068837021345,2.77102178493784,NA,0.179149040683456,NA,0.413579628385512,"zooxanthellate",NA,"Acropora","navini","Acropora","navini"
"108",108,108,"Acropora ocellata","Acroporidae",NA,NA,NA,"colonial",0.278753600952829,NA,"digitate",1.48390826233877,"pacific",NA,NA,1.23966876641289,NA,NA,0.153064731507295,NA,0.35090549418962,"zooxanthellate",NA,"Acropora","ocellata","Acropora","ocellata"
"109",109,109,"Acropora orbicularis","Acroporidae",0.601482563537136,NA,NA,"colonial",-0.221848749616356,NA,"tables_or_plates",1.48303340020156,"pacific",2.5471269775339,0.529540557411443,2.29735231614489,2.77102178493784,NA,0.145537485080665,NA,-0.464669957139499,"zooxanthellate",NA,"Acropora","orbicularis","Acropora","orbicularis"
"110",110,110,"Acropora palmata","Acroporidae",NA,NA,0.447158031342219,"colonial",0.204119982655925,-0.1249387366083,"branching_open",1.85147675178222,"atlantic",2.55337787735564,1.14612803567824,1.46093540574173,2.77102178493784,NA,0.276461804173244,NA,0.776100292511946,"zooxanthellate",2.60205999132796,"Acropora","palmata","Acropora","palmata"
"111",111,111,"Acropora palmerae","Acroporidae",0.501328217624878,NA,NA,"colonial",0.113943352306837,NA,"encrusting",0.909934052027136,"pacific",2.55350320284629,1.00669988028481,1.45812645861329,2.77102178493784,NA,0.1934365792672,NA,NA,"zooxanthellate",2.30102999566398,"Acropora","palmerae","Acropora","palmerae"
"112",112,112,"Acropora paniculata","Acroporidae",0.601482563537136,NA,NA,"colonial",-0.0969100130080564,NA,"tables_or_plates",1.48303340020156,"pacific",2.54949939049507,0.707078035569005,2.10559702784905,2.77102178493784,NA,0.145537485080665,NA,-0.312035789592257,"zooxanthellate",2.30102999566398,"Acropora","paniculata","Acropora","paniculata"
"113",113,113,"Acropora papillare","Acroporidae",NA,NA,NA,"colonial",0.204119982655925,NA,"branching_open",1.73351658781825,"pacific",2.55521553172396,1.13484053526131,1.46093540574173,2.77102178493784,NA,0.179149040683456,NA,0.612379026114684,"zooxanthellate",NA,"Acropora","papillare","Acropora","papillare"
"114",114,114,"Acropora paragemmifera","Acroporidae",NA,NA,NA,NA,0.0414735776637033,NA,"digitate",1.48390826233877,"pacific",2.55212710254847,0.903720601143183,1.60384484588852,2.77102178493784,NA,0.153064731507295,NA,0.0610271120840672,"zooxanthellate",NA,"Acropora","paragemmifera","Acropora","paragemmifera"
"115",115,115,"Acropora parahemprichii","Acroporidae",0.600895037705415,NA,NA,"colonial",0.0413926851582251,NA,"branching_closed",1.70390740347512,"pacific",2.55212556651222,0.903605653194978,1.59412588795933,2.77102178493784,NA,-0.0155513927916768,NA,0.58213952558353,"zooxanthellate",2.60205999132796,"Acropora","parahemprichii","Acropora","parahemprichii"
"116",116,116,"Acropora parapharaonis","Acroporidae",0.601482563537136,NA,NA,"colonial",-0.0969100130080564,NA,"tables_or_plates",1.48303340020156,"pacific",2.54949939049507,0.707078035569005,2.10559702784905,2.77102178493784,NA,0.145537485080665,NA,-0.312035789592257,"zooxanthellate",NA,"Acropora","parapharaonis","Acropora","parapharaonis"
"117",117,117,"Acropora parilis","Acroporidae",0.600895037705415,NA,NA,"colonial",-0.301029995663981,NA,"branching_closed",1.70390740347512,"pacific",2.5456234357221,0.417024302466899,2.11967434204648,2.77102178493784,NA,-0.0155513927916768,NA,0.163811293239934,"zooxanthellate",NA,"Acropora","parilis","Acropora","parilis"
"118",118,118,"Acropora pectinatus","Acroporidae",0.600895037705415,NA,NA,"colonial",-0.154901959985743,NA,"branching_closed",1.70390740347512,"pacific",2.5483982040225,0.624671695474947,1.89539783365315,2.77102178493784,NA,-0.0155513927916768,NA,0.342331836079966,"zooxanthellate",2,"Acropora","pectinatus","Acropora","pectinatus"
"119",119,119,"Acropora pharaonis","Acroporidae",0.602342985087278,NA,NA,"colonial",0.176091259055681,NA,"tables_or_plates",1.15956719323362,"pacific",2.55468330521872,1.09501182369395,1.68659617150268,2.77102178493784,NA,0.145537485080665,NA,0.0214822451820626,"zooxanthellate",NA,"Acropora","pharaonis","Acropora","pharaonis"
"120",120,120,"Acropora pichoni","Acroporidae",0.601482563537136,NA,NA,"colonial",-0.0457574905606751,NA,"tables_or_plates",1.48303340020156,"pacific",2.55047070580163,0.779765578946187,2.02708841670703,2.77102178493784,NA,0.145537485080665,NA,-0.249544180555297,"zooxanthellate",2,"Acropora","pichoni","Acropora","pichoni"
"121",121,121,"Acropora pinguis","Acroporidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"branching_open",1.73351658781825,"pacific",2.55212556651222,0.903605653194978,1.71068837021345,2.77102178493784,NA,0.179149040683456,NA,0.413579628385512,"zooxanthellate",2.30102999566398,"Acropora","pinguis","Acropora","pinguis"
"122",122,122,"Acropora plana","Acroporidae",0.601482563537136,NA,NA,"colonial",-0.154901959985743,NA,"tables_or_plates",1.48303340020156,"pacific",2.5483982040225,0.624671695474947,2.19460275028089,2.77102178493784,NA,0.145537485080665,NA,-0.38288293269355,"zooxanthellate",NA,"Acropora","plana","Acropora","plana"
"123",123,123,"Acropora plantaginea","Acroporidae",0.539596477563643,NA,NA,"colonial",0.113943352306837,NA,"corymbose",1.53089221776038,"pacific",2.55350320284629,1.00669988028481,2.03153235736061,2.77102178493784,NA,0.161109647366959,NA,NA,"zooxanthellate",NA,"Acropora","plantaginea","Acropora","plantaginea"
"124",124,124,"Acropora plumosa","Acroporidae",0.601482563537136,NA,NA,"colonial",0.0791812460476248,NA,"tables_or_plates",1.48303340020156,"pacific",2.5528431187628,0.957303057103749,1.83533312841119,2.77102178493784,NA,0.145537485080665,NA,-0.0969100130080556,"zooxanthellate",NA,"Acropora","plumosa","Acropora","plumosa"
"125",125,125,"Acropora polystoma","Acroporidae",0.539596477563643,NA,NA,"colonial",0.176091259055681,NA,"corymbose",1.53089221776038,"pacific",2.60745793845442,0.770852011642144,1.9361480906462,2.77102178493784,NA,0.161109647366959,NA,NA,"zooxanthellate",1.90308998699194,"Acropora","polystoma","Acropora","polystoma"
"126",126,126,"Acropora prolifera","Acroporidae",0.600710456421241,NA,NA,"colonial",0.176091259055681,NA,"branching_closed",1.77329874758923,"atlantic",2.55468330521872,1.09501182369395,1.38739125487493,2.77102178493784,NA,-0.0155513927916768,NA,0.746697013955579,"zooxanthellate",NA,"Acropora","prolifera","Acropora","prolifera"
"127",127,127,"Acropora prostrata","Acroporidae",0.539596477563643,NA,NA,"colonial",-0.221848749616356,NA,"corymbose",1.53089221776038,"pacific",2.5471269775339,0.529540557411443,2.54690423528841,2.77102178493784,NA,0.161109647366959,NA,NA,"zooxanthellate",NA,"Acropora","prostrata","Acropora","prostrata"
"128",128,128,"Acropora proximalis","Acroporidae",0.600895037705415,NA,NA,"colonial",-0.221848749616356,NA,"branching_closed",1.70390740347512,"pacific",2.5471269775339,0.529540557411443,1.99814739951714,2.77102178493784,NA,-0.0155513927916768,NA,0.260544811634018,"zooxanthellate",NA,"Acropora","proximalis","Acropora","proximalis"
"129",129,129,"Acropora pruinosa","Acroporidae",0.600895037705415,NA,NA,"colonial",0.204119982655925,NA,"branching_closed",1.70390740347512,"pacific",2.55521553172396,1.13484053526131,1.34437292348761,2.77102178493784,NA,-0.0155513927916768,NA,0.780938923312703,"zooxanthellate",2,"Acropora","pruinosa","Acropora","pruinosa"
"130",130,130,"Acropora pulchra","Acroporidae",NA,-0.677780705266081,NA,"colonial",0.0791812460476248,NA,"branching_open",2.13328336586099,"pacific",2.75966784468963,0.973317704833948,1.65269069403757,2.75966784468963,NA,0.278753600952829,NA,0.459744858567442,"zooxanthellate",2.69897000433602,"Acropora","pulchra","Acropora","pulchra"
"131",131,131,"Acropora rambleri","Acroporidae",0.601482563537136,NA,NA,"colonial",-0.154901959985743,NA,"tables_or_plates",1.48303340020156,"pacific",2.5483982040225,0.624671695474947,2.19460275028089,2.77102178493784,NA,0.145537485080665,NA,-0.38288293269355,"zooxanthellate",2,"Acropora","rambleri","Acropora","rambleri"
"132",132,132,"Acropora retusa","Acroporidae",NA,NA,NA,"colonial",-0.0457574905606751,NA,"digitate",1.48390826233877,"pacific",2.55047070580163,0.779765578946187,1.7377266113826,2.77102178493784,NA,0.153064731507295,NA,-0.0455406493975238,"zooxanthellate",NA,"Acropora","retusa","Acropora","retusa"
"133",133,133,"Acropora ridzwani","Acroporidae",0.601482563537136,NA,NA,NA,0.255272505103306,NA,"tables_or_plates",1.48303340020156,NA,2.55618684703053,1.20752807863849,1.56506922897333,2.77102178493784,NA,0.145537485080665,NA,0.118215763576146,"zooxanthellate",NA,"Acropora","ridzwani","Acropora","ridzwani"
"134",134,134,"Acropora robusta","Acroporidae",NA,NA,NA,"colonial",0.176091259055681,NA,"branching_open",1.35024801833416,"pacific",2.58955571284697,0.880813592280791,1.50395373712906,2.77102178493784,NA,0.179149040683456,NA,0.57813711675756,"zooxanthellate",NA,"Acropora","robusta","Acropora","robusta"
"135",135,135,"Acropora rongelapensis","Acroporidae",0.601482563537136,NA,NA,"colonial",-0.0969100130080564,NA,"tables_or_plates",1.48303340020156,"pacific",2.54949939049507,0.707078035569005,2.10559702784905,2.77102178493784,NA,0.145537485080665,NA,-0.312035789592257,"zooxanthellate",NA,"Acropora","rongelapensis","Acropora","rongelapensis"
"136",136,136,"Acropora rosaria","Acroporidae",0.539596477563643,NA,NA,"colonial",0.361727836017593,NA,"corymbose",1.53089221776038,"pacific",2.55820828580686,1.35880070632805,1.65123408959315,2.77102178493784,NA,0.161109647366959,NA,NA,"zooxanthellate",NA,"Acropora","rosaria","Acropora","rosaria"
"137",137,137,"Acropora roseni","Acroporidae",NA,NA,NA,"colonial",0.204119982655925,NA,"branching_open",1.73351658781825,"pacific",2.55521553172396,1.13484053526131,1.46093540574173,2.77102178493784,NA,0.179149040683456,NA,0.612379026114684,"zooxanthellate",2.30102999566398,"Acropora","roseni","Acropora","roseni"
"138",138,138,"Acropora rudis","Acroporidae",NA,NA,NA,"colonial",0.0791812460476248,NA,"branching_open",1.73351658781825,"pacific",2.5528431187628,0.957303057103749,1.65269069403757,2.77102178493784,NA,0.179149040683456,NA,0.459744858567442,"zooxanthellate",2,"Acropora","rudis","Acropora","rudis"
"139",139,139,"Acropora rufus","Acroporidae",0.600895037705415,NA,NA,"colonial",0.0413926851582251,NA,"branching_closed",1.70390740347512,"pacific",2.55212556651222,0.903605653194978,1.59412588795933,2.77102178493784,NA,-0.0155513927916768,NA,0.58213952558353,"zooxanthellate",NA,"Acropora","rufus","Acropora","rufus"
"140",140,140,"Acropora russelli","Acroporidae",0.600895037705415,NA,NA,"colonial",0,NA,"branching_closed",1.70390740347512,"pacific",2.55133957695099,0.844786802159205,1.65765515431279,2.77102178493784,NA,-0.0155513927916768,NA,0.531571237371378,"zooxanthellate",NA,"Acropora","russelli","Acropora","russelli"
"141",141,141,"Acropora samoensis","Acroporidae",NA,NA,NA,"colonial",0.255272505103306,NA,"digitate",1.48390826233877,"pacific",2.58259454575005,1.04532297878666,1.27570742364891,2.77102178493784,NA,0.153064731507295,NA,0.322219294733919,"zooxanthellate",2,"Acropora","samoensis","Acropora","samoensis"
"142",142,142,"Acropora sarmentosa","Acroporidae",0.539596477563643,NA,NA,"colonial",0.301029995663981,NA,"corymbose",1.53089221776038,"pacific",2.60049143066801,1.00575232888909,1.74439280235036,2.77102178493784,NA,0.161109647366959,NA,NA,"zooxanthellate",1.47712125471966,"Acropora","sarmentosa","Acropora","sarmentosa"
"143",143,143,"Acropora scherzeriana","Acroporidae",NA,NA,NA,"colonial",-0.221848749616356,NA,"branching_open",1.73351658781825,"pacific",2.5471269775339,0.529540557411443,2.11470988177126,2.77102178493784,NA,0.179149040683456,NA,0.0919849144359993,"zooxanthellate",NA,"Acropora","scherzeriana","Acropora","scherzeriana"
